  newloggf
  6739.52    	     1.56     -4.902 FeI 26.0		    11.7
  6745.97    	     4.08     -2.657 FeI 26.0		     7.2
  6839.84    	     2.56     -3.377 FeI 26.0		    29.9
  6842.69    	     4.64     -1.169 FeI 26.0		    39.3
  6855.72    	     4.61     -1.674 FeI 26.0		    18.6
  6857.25    	     4.08     -2.075 FeI 26.0		    22.4
  6858.15    	     4.61     -0.972 FeI 26.0		    51.6
  6861.94    	     2.42     -3.795 FeI 26.0		    18.9
  6864.32    	     4.56     -2.229 FeI 26.0		     6.8
  4508.28    	     2.86     -2.403 FeII 26.1		    87.3
  4520.22    	     2.81     -2.563 FeII 26.1		    81.9
  4576.34    	     2.84     -2.947 FeII 26.1		    64.9
  4656.98    	     2.89     -3.676 FeII 26.1		    33.8
  4731.47    	     2.89     -2.515 FeII 26.1		    82.1
  4923.93    	     2.89     -1.541 FeII 26.1		   154.3
  5197.57    	     3.23     -2.293 FeII 26.1		    80.1
  5234.63    	     3.22     -2.235 FeII 26.1		    83.5
  5264.81    	     3.23     -3.091 FeII 26.1		    45.6
  5337.75    	     3.23     -3.338 FeII 26.1		    35.5
  5414.07    	     3.22     -3.568 FeII 26.1		    26.9
  5991.38    	     3.15     -3.539 FeII 26.1		    31.2
  6149.25    	     3.89     -2.719 FeII 26.1		    36.2
  6247.56    	     3.89     -2.347 FeII 26.1		    52.2
  6442.97    	     5.55     -2.399 FeII 26.1		     5.1
  6456.39    	     3.90     -2.110 FeII 26.1		    63.0
  6516.09    	     2.89     -3.279 FeII 26.1		    54.2
